Id,Brand,Model,Price,Selling_platform,Rating,Refresh_rate,Screen_size,Ram,Storage,Processor,Camera_setup,imgURL
1133,Sony,Redmi Note Edge 19,773.33,Flipkart,4.7,60,5.4,8,256,Helio G99,200MP + 50MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/b/y/g/-original-imagnfzybft7wzmp.jpeg?q=70
1134,Realme,P Series Max 13,682.51,Flipkart,3.9,165,5.1,16,256,Dimensity 920,48MP + 50MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/b/y/g/-original-imagnfzybft7wzmp.jpeg?q=70
1135,Sony,Galaxy S Lite 17,188.01,Flipkart,4.1,144,5.4,8,512,Dimensity 920,200MP + 50MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/c/s/x/-original-imagzjhwaaewgj8r.jpeg?q=70
1136,Google,Narzo 5G 16,1824.62,Reliance Digital,3.2,60,5.3,8,64,Tensor G1,200MP + 50MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/o/v/-original-imagp27avqpgejaf.jpeg?q=70
1137,Samsung,Mate Lite 21,1016.36,Reliance Digital,4.4,120,5.1,6,128,Exynos 2200,12MP + 16MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/c/s/x/-original-imagzjhwaaewgj8r.jpeg?q=70
1138,Sony,Xperia Plus 20,1982.27,Flipkart,3.7,90,5.3,12,512,Helio G99,64MP + 16MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/4/h/e/-original-imagzjhwmsamexfk.jpeg?q=70
1139,Oppo,P Series Mini 19,484.1,Best Buy,3.9,144,7.3,6,1024,Helio G99,50MP + 16MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/k/u/n/-original-imagzjhwtfthcmzz.jpeg?q=70
1140,Motorola,Narzo Turbo 12,880.73,eBay,3.9,144,5.5,6,512,Helio G99,48MP + 12MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/c/s/x/-original-imagzjhwaaewgj8r.jpeg?q=70
1141,Xiaomi,Mate 5G 24,539.91,Flipkart,4.2,144,7.0,12,256,Dimensity 1080,200MP + 16MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/4/h/e/-original-imagzjhwmsamexfk.jpeg?q=70
1142,Huawei,Moto G Plus 14,453.46,Flipkart,4.5,120,7.2,4,256,Helio G99,200MP + 8MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/k/h/z/11-prime-mzb0cerin-redmi-original-imagzqvrgdz98jch.jpeg?q=70
1143,Sony,Redmi Note Ultra 13,1213.06,Official Store,3.9,90,6.9,16,128,Helio G99,50MP + 50MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/k/u/n/-original-imagzjhwtfthcmzz.jpeg?q=70
1144,Sony,V Series Turbo 11,926.79,Official Store,3.5,144,5.5,4,64,Helio G99,50MP + 8MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/m/m/3/11-prime-mzb0ceoin-redmi-original-imagzqvrz4mvf6tx.jpeg?q=70
1145,Apple,Mate Turbo 17,1433.24,Best Buy,4.2,90,6.7,6,1024,A16 Bionic,48MP + 16MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/6/v/0/c51-mzb0dxkin-poco-original-imagzdpycgrcdc8z.jpeg?q=70
1146,Vivo,Mate 5G 11,323.43,AliExpress,3.7,165,7.0,12,128,Helio G99,50MP + 16MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/p/o/z/-original-imagmmmhjsjru7c2.jpeg?q=70
1147,Xiaomi,Redmi Note Plus 11,159.24,Walmart,3.3,165,6.8,4,512,Snapdragon 7 Gen 1,108MP + 50MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/2/n/m/-original-imagna3rjqn8vqxb.jpeg?q=70
1148,Motorola,Xperia Max 25,1521.31,Amazon,4.9,90,5.7,6,1024,Dimensity 920,200MP + 16MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/e/r/a/-original-imagna3qqyay2gaf.jpeg?q=70
1149,Motorola,Galaxy S Lite 18,744.59,Official Store,3.7,144,5.7,8,512,Helio G99,12MP + 50MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/u/c/u/-original-imagnanh2yvpc4zx.jpeg?q=70
1150,OnePlus,Xperia 5G 18,284.64,AliExpress,3.8,120,5.4,4,512,Snapdragon 8+ Gen 1,50MP + 50MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/3/l/x/-original-imaghmtcmxwgypsk.jpeg?q=70
1151,Samsung,Redmi Note Ultra 24,172.14,Flipkart,3.1,120,5.8,8,128,Exynos 2200,50MP + 50MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/y/9/g/-original-imagnfzyhh8gz8sd.jpeg?q=70
1152,Apple,iPhone 5G 22,1070.86,Best Buy,3.2,60,5.8,16,64,A15 Bionic,200MP + 12MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/d/h/f/g13-pawv0028in-motorola-original-imagz4rbawxkbyjg.jpeg?q=70
1153,Oppo,Xperia Pro 21,1825.18,AliExpress,3.7,120,7.3,6,1024,Helio G99,48MP + 8MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/t/a/x/-original-imaghmtch6qfmfxg.jpeg?q=70
1154,Vivo,Galaxy S Max 12,1658.2,Official Store,3.2,144,6.2,8,128,Dimensity 920,12MP + 8MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/6/f/-original-imagnb6nvnqz7hqq.jpeg?q=70
1155,Nokia,Galaxy S Edge 23,693.01,Flipkart,3.6,144,5.8,6,1024,Dimensity 920,64MP + 16MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/6/f/-original-imagnb6nvnqz7hqq.jpeg?q=70
1156,Nokia,Narzo Turbo 17,1417.82,eBay,3.4,60,5.1,4,256,Helio G99,12MP + 8MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/y/9/g/-original-imagnfzyhh8gz8sd.jpeg?q=70
1157,Samsung,V Series Ultra 22,174.79,Official Store,4.5,60,6.2,16,128,Exynos 2200,108MP + 12MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/b/y/g/-original-imagnfzybft7wzmp.jpeg?q=70
1158,Google,iPhone Mini 10,1960.56,Best Buy,4.0,60,5.1,8,128,Tensor G1,108MP + 8MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/b/y/g/-original-imagnfzybft7wzmp.jpeg?q=70
1159,Vivo,iPhone SE 22,646.16,eBay,4.6,144,6.9,8,256,Helio G99,64MP + 16MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/o/v/-original-imagp27avqpgejaf.jpeg?q=70
1160,Realme,Mate Pro 13,634.0,Flipkart,4.3,60,6.5,4,64,Dimensity 920,12MP + 50MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/c/s/x/-original-imagzjhwaaewgj8r.jpeg?q=70
1161,OnePlus,Reno SE 21,1207.19,Best Buy,3.8,144,5.3,8,512,Snapdragon 8+ Gen 1,200MP + 8MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/4/h/e/-original-imagzjhwmsamexfk.jpeg?q=70
1162,Samsung,P Series 5G 14,187.32,eBay,4.3,60,7.1,12,128,Exynos 2200,108MP + 8MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/k/h/z/11-prime-mzb0cerin-redmi-original-imagzqvrgdz98jch.jpeg?q=70
1163,OnePlus,Galaxy S Max 24,214.98,Walmart,4.5,120,6.5,4,256,Snapdragon 8+ Gen 1,64MP + 12MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/c/s/x/-original-imagzjhwaaewgj8r.jpeg?q=70
1164,Huawei,Galaxy S Lite 14,860.38,Reliance Digital,3.3,60,5.1,8,64,Helio G99,108MP + 50MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/k/u/n/-original-imagzjhwtfthcmzz.jpeg?q=70
1165,Vivo,P Series Ultra 24,1510.67,Reliance Digital,4.8,120,5.2,8,64,Dimensity 920,12MP + 8MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/c/s/x/-original-imagzjhwaaewgj8r.jpeg?q=70
1166,Samsung,Narzo 5G 11,1330.22,Amazon,3.4,90,5.5,12,256,Snapdragon 8 Gen 2,48MP + 8MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/4/h/e/-original-imagzjhwmsamexfk.jpeg?q=70
1167,Nokia,Xperia SE 20,844.12,Amazon,3.1,144,5.7,12,256,Dimensity 920,108MP + 8MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/6/v/0/c51-mzb0dxkin-poco-original-imagzdpycgrcdc8z.jpeg?q=70
1168,Samsung,V Series Edge 17,1409.34,Reliance Digital,3.9,165,6.9,16,64,Exynos 2200,50MP + 16MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/p/o/z/-original-imagmmmhjsjru7c2.jpeg?q=70
1169,Oppo,Narzo SE 21,650.64,Best Buy,4.7,120,5.5,16,64,Dimensity 920,108MP + 16MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/2/n/m/-original-imagna3rjqn8vqxb.jpeg?q=70
1170,Google,Galaxy S Edge 25,661.92,AliExpress,3.2,165,5.4,8,256,Tensor G2,50MP + 16MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/e/r/a/-original-imagna3qqyay2gaf.jpeg?q=70
1171,Oppo,iPhone Edge 12,642.89,Amazon,4.2,60,7.3,8,128,Dimensity 920,12MP + 16MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/u/c/u/-original-imagnanh2yvpc4zx.jpeg?q=70
1172,Vivo,Nord Turbo 17,1320.46,Official Store,4.6,165,5.1,6,1024,Dimensity 920,64MP + 16MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/3/l/x/-original-imaghmtcmxwgypsk.jpeg?q=70
1173,Vivo,Galaxy S Lite 13,1127.28,Flipkart,3.4,165,6.0,8,512,Dimensity 920,200MP + 8MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/m/m/3/11-prime-mzb0ceoin-redmi-original-imagzqvrz4mvf6tx.jpeg?q=70
1174,OnePlus,V Series Pro 16,917.08,Flipkart,3.2,144,5.3,6,256,Snapdragon 8+ Gen 1,64MP + 16MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/y/9/g/-original-imagnfzyhh8gz8sd.jpeg?q=70
1175,Apple,Galaxy S Max 18,1834.46,AliExpress,3.0,60,7.4,8,128,A15 Bionic,12MP + 50MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/d/h/f/g13-pawv0028in-motorola-original-imagz4rbawxkbyjg.jpeg?q=70
1176,Nokia,Redmi Note Turbo 24,1091.85,Reliance Digital,4.4,90,6.8,16,1024,Helio G99,200MP + 16MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/0/3/4/-original-imagz3cuyhmc45pc.jpeg?q=70
1177,Motorola,Galaxy S 5G 12,1171.14,Best Buy,4.5,60,7.1,16,64,Helio G99,64MP + 8MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/t/a/x/-original-imaghmtch6qfmfxg.jpeg?q=70
1178,Vivo,Nord Lite 17,1185.15,Walmart,3.8,120,6.2,12,64,Helio G99,108MP + 12MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/6/f/-original-imagnb6nvnqz7hqq.jpeg?q=70
1179,Xiaomi,Pixel Turbo 16,897.91,Flipkart,4.9,60,6.2,12,512,Dimensity 1080,50MP + 12MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/6/f/-original-imagnb6nvnqz7hqq.jpeg?q=70
1180,Nokia,Xperia 5G 14,1279.01,Official Store,3.6,120,6.0,4,256,Helio G99,200MP + 12MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/y/9/g/-original-imagnfzyhh8gz8sd.jpeg?q=70
1181,Apple,Xperia Max 15,840.04,Reliance Digital,4.6,60,5.1,12,1024,A15 Bionic,48MP + 12MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/b/y/g/-original-imagnfzybft7wzmp.jpeg?q=70
1182,Vivo,Pixel Max 15,296.64,Best Buy,4.6,120,5.4,12,256,Helio G99,12MP + 8MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/b/y/g/-original-imagnfzybft7wzmp.jpeg?q=70
1183,Vivo,Mate Lite 24,515.7,Official Store,4.6,60,6.7,6,128,Helio G99,12MP + 16MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/c/s/x/-original-imagzjhwaaewgj8r.jpeg?q=70
1184,OnePlus,Pixel Mini 14,535.19,Walmart,4.6,120,6.4,4,512,Snapdragon 8+ Gen 1,108MP + 12MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/o/v/-original-imagp27avqpgejaf.jpeg?q=70
1185,Nokia,Narzo Pro 12,421.7,Official Store,4.0,144,5.7,8,128,Dimensity 920,48MP + 50MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/c/s/x/-original-imagzjhwaaewgj8r.jpeg?q=70
1186,Vivo,Nord Edge 15,1252.64,Amazon,4.2,90,7.0,8,512,Dimensity 920,108MP + 16MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/4/h/e/-original-imagzjhwmsamexfk.jpeg?q=70
1187,OnePlus,V Series Plus 16,1231.5,eBay,4.0,90,6.8,4,512,Dimensity 9000,50MP + 50MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/k/u/n/-original-imagzjhwtfthcmzz.jpeg?q=70
1188,Sony,Moto G Edge 20,1860.71,AliExpress,4.1,165,7.2,8,1024,Dimensity 920,12MP + 16MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/c/s/x/-original-imagzjhwaaewgj8r.jpeg?q=70
1189,Motorola,Mate Edge 21,462.34,Official Store,4.7,144,7.0,12,1024,Helio G99,50MP + 16MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/4/h/e/-original-imagzjhwmsamexfk.jpeg?q=70
1190,Xiaomi,Moto G Pro 16,1415.86,Amazon,4.1,60,6.8,4,128,Dimensity 1080,12MP + 50MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/k/h/z/11-prime-mzb0cerin-redmi-original-imagzqvrgdz98jch.jpeg?q=70
1191,Huawei,Xperia Ultra 11,780.05,AliExpress,4.8,165,5.2,12,512,Dimensity 920,48MP + 50MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/k/u/n/-original-imagzjhwtfthcmzz.jpeg?q=70
1192,Samsung,Mate Max 23,244.76,Official Store,5.0,90,6.6,8,512,Snapdragon 8 Gen 2,108MP + 16MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/m/m/3/11-prime-mzb0ceoin-redmi-original-imagzqvrz4mvf6tx.jpeg?q=70
1193,Apple,Galaxy S Pro 16,248.8,Walmart,4.7,144,7.2,4,128,A15 Bionic,50MP + 12MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/6/v/0/c51-mzb0dxkin-poco-original-imagzdpycgrcdc8z.jpeg?q=70
1194,Apple,Reno Pro 13,1753.43,Flipkart,4.8,90,5.1,8,512,A15 Bionic,12MP + 16MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/p/o/z/-original-imagmmmhjsjru7c2.jpeg?q=70
1195,Sony,Redmi Note Lite 21,1359.58,Walmart,3.5,165,6.6,4,512,Helio G99,48MP + 12MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/2/n/m/-original-imagna3rjqn8vqxb.jpeg?q=70
1196,Sony,Narzo Mini 24,1837.07,AliExpress,3.6,165,6.2,4,512,Helio G99,200MP + 16MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/e/r/a/-original-imagna3qqyay2gaf.jpeg?q=70
1197,Vivo,Redmi Note Turbo 12,519.86,Flipkart,4.8,165,5.8,8,64,Dimensity 920,12MP + 16MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/u/c/u/-original-imagnanh2yvpc4zx.jpeg?q=70
1198,Oppo,Reno Max 21,916.38,Flipkart,3.8,144,6.5,16,1024,Helio G99,200MP + 8MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/3/l/x/-original-imaghmtcmxwgypsk.jpeg?q=70
1199,Motorola,P Series Mini 21,611.84,Official Store,3.9,90,6.2,8,64,Dimensity 920,48MP + 50MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/y/9/g/-original-imagnfzyhh8gz8sd.jpeg?q=70
1200,Google,Moto G Max 19,399.94,Amazon,3.5,90,5.3,16,64,Tensor G2,108MP + 16MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/d/h/f/g13-pawv0028in-motorola-original-imagz4rbawxkbyjg.jpeg?q=70
1201,Samsung,Galaxy S Ultra 17,1006.07,Official Store,3.9,120,7.3,4,64,Exynos 2200,12MP + 8MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/t/a/x/-original-imaghmtch6qfmfxg.jpeg?q=70
1202,Vivo,Mate SE 18,1394.26,Walmart,3.6,60,6.5,16,512,Dimensity 920,200MP + 16MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/6/f/-original-imagnb6nvnqz7hqq.jpeg?q=70
1203,Apple,Narzo Turbo 19,500.15,Best Buy,4.1,60,7.1,6,512,A15 Bionic,12MP + 12MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/6/f/-original-imagnb6nvnqz7hqq.jpeg?q=70
1204,Motorola,Pixel Plus 12,1998.5,Walmart,4.0,120,7.2,16,1024,Helio G99,64MP + 50MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/y/9/g/-original-imagnfzyhh8gz8sd.jpeg?q=70
1205,Huawei,Galaxy S Pro 19,270.25,Walmart,4.8,90,5.6,12,1024,Helio G99,64MP + 16MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/b/y/g/-original-imagnfzybft7wzmp.jpeg?q=70
1206,Google,Nord SE 18,1272.88,Walmart,4.3,165,7.4,8,512,Tensor G2,200MP + 16MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/b/y/g/-original-imagnfzybft7wzmp.jpeg?q=70
1207,Motorola,Narzo Max 17,1549.19,Walmart,4.4,165,7.4,4,1024,Helio G99,108MP + 12MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/c/s/x/-original-imagzjhwaaewgj8r.jpeg?q=70
1208,Sony,Reno Pro 22,763.31,Best Buy,3.4,144,7.0,8,128,Helio G99,200MP + 50MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/o/v/-original-imagp27avqpgejaf.jpeg?q=70
1209,Vivo,Pixel Mini 15,990.76,Official Store,4.5,144,6.2,8,512,Dimensity 920,64MP + 50MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/c/s/x/-original-imagzjhwaaewgj8r.jpeg?q=70
1210,Huawei,Xperia Turbo 18,968.5,Flipkart,3.6,165,7.1,4,128,Helio G99,12MP + 50MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/4/h/e/-original-imagzjhwmsamexfk.jpeg?q=70
1211,Samsung,Mate Pro 17,655.69,Official Store,4.3,90,5.6,8,1024,Snapdragon 8 Gen 2,50MP + 50MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/k/u/n/-original-imagzjhwtfthcmzz.jpeg?q=70
1212,Oppo,Narzo Ultra 19,1896.52,Amazon,3.7,90,5.4,4,128,Helio G99,64MP + 12MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/c/s/x/-original-imagzjhwaaewgj8r.jpeg?q=70
1213,Nokia,Reno Max 25,889.96,Reliance Digital,3.7,144,5.2,16,64,Dimensity 920,200MP + 8MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/4/h/e/-original-imagzjhwmsamexfk.jpeg?q=70
1214,Huawei,Moto G Plus 23,630.17,Best Buy,4.1,120,7.4,6,512,Helio G99,108MP + 16MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/k/h/z/11-prime-mzb0cerin-redmi-original-imagzqvrgdz98jch.jpeg?q=70
1215,Realme,Mate SE 11,1237.55,Official Store,5.0,120,5.3,8,128,Dimensity 920,64MP + 50MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/k/u/n/-original-imagzjhwtfthcmzz.jpeg?q=70
1216,Samsung,Pixel Turbo 12,1339.28,Best Buy,4.3,90,7.3,4,512,Exynos 2200,64MP + 12MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/m/m/3/11-prime-mzb0ceoin-redmi-original-imagzqvrz4mvf6tx.jpeg?q=70
1217,Samsung,Reno Lite 16,1410.43,AliExpress,3.7,165,6.7,8,256,Exynos 2200,48MP + 8MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/6/v/0/c51-mzb0dxkin-poco-original-imagzdpycgrcdc8z.jpeg?q=70
1218,Sony,Galaxy S SE 20,822.19,eBay,3.4,144,7.1,4,256,Helio G99,64MP + 12MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/p/o/z/-original-imagmmmhjsjru7c2.jpeg?q=70
1219,Vivo,iPhone Mini 11,818.11,Best Buy,4.0,60,6.8,16,256,Helio G99,48MP + 16MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/2/n/m/-original-imagna3rjqn8vqxb.jpeg?q=70
1220,Sony,V Series Pro 18,1139.29,eBay,4.6,144,6.1,8,512,Helio G99,200MP + 8MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/e/r/a/-original-imagna3qqyay2gaf.jpeg?q=70
1221,Huawei,Xperia Mini 25,1709.8,eBay,3.5,90,6.4,16,512,Dimensity 920,48MP + 16MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/u/c/u/-original-imagnanh2yvpc4zx.jpeg?q=70
1222,Vivo,Xperia Edge 14,728.94,Official Store,4.5,90,6.7,16,1024,Helio G99,108MP + 8MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/3/l/x/-original-imaghmtcmxwgypsk.jpeg?q=70
1223,Nokia,Moto G Edge 10,1607.45,eBay,3.4,144,6.8,12,128,Helio G99,48MP + 16MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/y/9/g/-original-imagnfzyhh8gz8sd.jpeg?q=70
1224,Motorola,Xperia SE 10,1116.87,Flipkart,4.9,90,6.1,4,64,Helio G99,12MP + 16MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/d/h/f/g13-pawv0028in-motorola-original-imagz4rbawxkbyjg.jpeg?q=70
1225,OnePlus,Reno Pro 24,277.34,Walmart,3.2,90,5.1,12,256,Snapdragon 8+ Gen 1,12MP + 8MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/t/a/x/-original-imaghmtch6qfmfxg.jpeg?q=70
1226,Huawei,Nord Turbo 25,1076.36,Amazon,4.6,60,6.6,4,512,Dimensity 920,64MP + 12MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/6/f/-original-imagnb6nvnqz7hqq.jpeg?q=70
1227,Apple,V Series Turbo 21,1063.85,Amazon,3.2,120,6.1,12,1024,A15 Bionic,108MP + 50MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/6/f/-original-imagnb6nvnqz7hqq.jpeg?q=70
1228,Apple,Pixel Mini 14,427.54,Amazon,4.5,90,7.0,6,512,A15 Bionic,48MP + 50MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/y/9/g/-original-imagnfzyhh8gz8sd.jpeg?q=70
1229,Nokia,Xperia Plus 17,1670.61,eBay,4.1,90,6.1,16,1024,Helio G99,200MP + 8MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/b/y/g/-original-imagnfzybft7wzmp.jpeg?q=70
1230,Google,iPhone Ultra 19,877.59,Amazon,3.0,144,5.0,4,128,Tensor G2,48MP + 8MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/b/y/g/-original-imagnfzybft7wzmp.jpeg?q=70
1231,Realme,Narzo SE 10,1320.84,Walmart,3.7,144,6.1,16,1024,Dimensity 920,12MP + 8MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/o/v/-original-imagp27avqpgejaf.jpeg?q=70
1232,Google,P Series 5G 23,592.0,Official Store,4.3,120,7.1,16,256,Tensor G1,50MP + 50MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/k/h/z/11-prime-mzb0cerin-redmi-original-imagzqvrgdz98jch.jpeg?q=70
1233,Samsung,Nord Turbo 23,1552.71,Flipkart,4.8,60,6.7,16,1024,Snapdragon 8 Gen 2,200MP + 12MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/c/s/x/-original-imagzjhwaaewgj8r.jpeg?q=70
1234,Nokia,Mate Edge 19,1640.23,eBay,3.4,120,5.4,16,512,Helio G99,200MP + 8MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/k/u/n/-original-imagzjhwtfthcmzz.jpeg?q=70
1235,Motorola,Narzo Ultra 15,199.48,AliExpress,4.4,90,6.9,8,128,Helio G99,48MP + 50MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/4/h/e/-original-imagzjhwmsamexfk.jpeg?q=70
1236,Xiaomi,iPhone Pro 25,1428.25,AliExpress,4.5,165,5.8,4,64,Dimensity 1080,12MP + 8MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/k/u/n/-original-imagzjhwtfthcmzz.jpeg?q=70
1237,Sony,Mate Turbo 12,1019.52,AliExpress,3.5,144,6.3,12,64,Helio G99,108MP + 16MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/4/h/e/-original-imagzjhwmsamexfk.jpeg?q=70
1238,Oppo,Reno Pro 17,1284.81,Walmart,4.6,144,7.1,8,64,Dimensity 920,48MP + 12MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/c/s/x/-original-imagzjhwaaewgj8r.jpeg?q=70
1239,OnePlus,Xperia Lite 22,1630.85,Walmart,3.1,60,5.6,16,256,Dimensity 9000,50MP + 50MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/c/s/x/-original-imagzjhwaaewgj8r.jpeg?q=70
1240,Realme,Galaxy S Mini 24,198.38,Walmart,3.6,165,6.8,8,128,Dimensity 920,12MP + 16MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/p/o/z/-original-imagmmmhjsjru7c2.jpeg?q=70
